-0.18818565	-0.20250712	0.4471776	-0.27044135	0.17869784	0.07072413	-0.0118076755	-0.06658161	0.17629077	0.10755036	-0.46553624	-0.040688448	-0.6681263	-0.12376085	-0.37784564
-0.5808549	-0.48271033	0.60297596	0.39447182	0.5109143	-0.32028368	0.30795783	-0.18683927	0.41440955	-0.4191289	-0.05409851	0.42396164	-0.4908568	-0.24332269	-0.447409
0.388162	0.4847686	-0.39664185	0.2362681	-0.46136898	-0.10981013	0.11858462	0.35057864	-0.4662662	0.23990507	0.27096537	-0.23052493	0.4696482	0.17311102	0.4115164
-0.54363686	-0.5923099	0.77221197	0.19916192	0.46504152	-0.42278504	0.38743195	-0.14312342	0.62572545	-0.29311588	-0.12599316	0.1022616	-0.7789316	-0.57028955	-0.31684634
-0.16587612	-0.25599355	0.17882676	-0.036859643	0.23751262	-0.18906121	0.22747245	-0.33183166	0.21049036	-0.19281021	-0.1320118	0.28062358	-0.11474628	-0.1762836	-0.2146398
-0.22448121	-0.1010619	0.24734768	0.28465533	0.18187308	-0.43652534	0.12535036	-0.46275645	-0.031164045	-0.3284115	0.20194761	-0.14492068	-0.40108117	0.01143687	-0.32405555
-0.025989162	-0.10635091	0.123110324	-0.2863416	0.034132853	-0.116787724	0.06448452	0.07374988	-0.09555356	-0.29615578	-0.38576582	0.020010436	-0.30246574	-0.37710288	-0.40297243
0.17043717	-0.0684905	0.0967421	0.24821864	0.15312535	-0.31994835	-0.078472614	-0.28524423	0.044487424	0.06676762	0.118031904	-0.12661593	-0.01467137	-0.19153751	-0.021132551
0.06329779	0.2969572	-0.21364401	0.00011809354	-0.10770213	0.008477853	-0.12968007	0.16482589	-0.2557703	0.34953576	0.10878156	-0.45481128	0.1613498	0.0128020365	0.16670679
-0.15275757	-0.34850097	0.3967174	-0.1188274	0.250341	-0.39315462	0.031200333	-0.00019130234	0.2525003	-0.16939437	-0.7403093	0.38286033	-0.48399836	0.06823878	-0.43815774
-0.3544643	-0.3501244	0.34228516	0.15063421	0.36213052	-0.19059326	-0.046859004	-0.3239825	0.18144521	-0.10050314	-0.08382914	-0.015009533	-0.38724327	-0.06555946	-0.3822939
-0.019070888	-0.3258806	0.0164257	-0.03307629	0.0045223604	-0.17625949	-0.13812539	-0.036833946	-0.1454238	-0.0038381945	-0.25694838	0.14502563	0.02627625	-0.00889172	0.06104847
